LOCATION,Year,hexp_current_USD,Total_HCF,Domestic_HCF,OECD_HCF,Non_OECD_HCF,Investment_HCF,Public_HCF,Private_HCF,Investment,Hospitals,Ambulatory,Ancillary,Administration,Preventive,Long-term,Other_roe,Other_row,Medical retailers,National_CF,population,hexp_constant_2010_USD,gdp_const,gdp_const_ppp,CO2_power_industry,CO2_transport,CO2_other_ind_combustion,CO2_non_combustion,CO2_buildings,Total_CO2_wo_non_combustion,Total_CO2_all,TFC_Mtoe
ESP,2012,125437395363.67258,20222.16442444051,9219.768388746556,3684.917439760088,7317.478595933867,599.3414726006869,13263.4821480126,6359.340803827225,599.3414726006869,5923.760212422559,3467.9753289110486,231.99323246482436,418.2233012782551,110.33593833693958,800.0177979174337,137.94809865928588,4.296293418670223,8528.272748430807,380269.3448136623,46773055,125315.91166846077,1375822720570.9272,1455071736301.7434,90864.2,81076.5,50178.9,17861.92,32741.4,254861,272722.92000000004,84.66
ESP,2013,127150462396.77711,19967.70197781757,8601.889266223418,3782.272069719968,7583.540641874176,566.3342896192197,12634.63155507453,6766.736133123822,566.3342896192197,5560.046851238399,3261.919678600379,208.5085130264501,401.61688107457155,102.57585481714186,766.3987924617162,137.7048634533294,3.423948450876096,8959.172305075488,355712.5179256551,46620045,126579.81914502775,1352355243630.245,1430252504937.0154,82023.06,73187.71,45296.46,16412.94,29555.64,230062.87,246475.81,81.09
ESP,2014,129569559125.08951,19202.854335188997,8183.012068823063,3481.0728752353493,7538.769391130572,541.0495586788346,11988.37746584041,6673.42731066975,541.0495586788346,5385.049768108541,3164.4807808231512,214.8932867023019,372.2171432205832,94.58163344411133,714.9592615047479,121.54344050036593,3.9348527571631347,8590.144609449195,351435.20331661945,46480882,129330.41667526204,1371017708643.5728,1449989950005.0432,80937.98,72219.51,44697.24,17089.82,29164.65,227019.37999999998,244109.19999999998,78.64
EST,2e3,300784586.3335009,577.156332991014,373.2775249054257,55.85646197795253,148.0223461076359,6.609371380824226,387.3842694358405,183.1626921743493,6.609371380824226,158.18920089938277,133.49449460743716,NA,12.349641529114429,7.610134301265679,NA,NA,NA,258.90349027298976,14474.424477799394,1396985,519.7010799324859,14121011168.807257,21936893827.182407,10734,1646.153,1000.96,1308.36,595.49,13976.603000000001,15284.963000000002,2.58
EST,2001,303186716.4223691,581.4480894183388,395.0130825039344,44.95022412967773,141.48478278472658,4.896417333300863,412.23645659966314,164.31521548537475,4.896417333300863,133.8495680537019,156.78769780187406,NA,16.262896325227096,7.411796488165496,NA,NA,NA,262.2397134160693,14651.75313661177,1388115,492.6858031299525,15014689085.892496,23325216331.034115,10523,1962.278,1195.51,1394.083,767.107,14447.895,15841.978000000001,2.82
EST,2002,356216465.04368377,532.9725402113465,325.17861986526736,51.40607484926843,156.38784549681063,7.011235697989595,367.20694389625976,158.75436061709718,7.011235697989595,123.99634476143538,129.70960702199787,NA,14.922686574269779,6.002230919131449,NA,NA,NA,251.33043523652248,15397.074525821883,1379350,551.0442173405229,15927040858.041388,24742548540.421665,10339.1,2078.896,926.528,1118.441,713.095,14057.619,15176.060000000001,2.73
EST,2003,485115101.57409936,694.7956860861186,457.14856131847705,56.602110209173375,181.04501455846778,3.9641816970259316,482.50608971468023,208.32541467441246,3.9641816970259316,172.70338520891187,141.16667582487898,57.43837360855567,20.34475138491069,9.60889203500279,NA,0.27821723302121504,NA,289.2912090938115,17460.027936490398,1370720,719.5480928446206,17108216227.335173,26577496360.923203,12073.6,1998.14,1101.98,1181.828,776.345,15950.064999999999,17131.893,2.86
EST,2004,616087756.5637786,764.9799055793305,501.0211316130522,62.90381532907087,201.05495863720736,3.1283490865050645,526.2889236184483,235.5626328743771,3.1283490865050645,268.67392363603113,108.38291409427518,15.390149607932251,18.04943062655813,9.0359709834871,7.372796712659176,0.05129879220357256,0.14096959150323857,334.7541024481757,18023.61581679926,1362550,871.4015876463877,18185135022.510357,28250482309.86433,12079.8,2037.218,1128.76,1520.565,759.461,16005.239,17525.804,2.99
EST,2005,696789387.559881,744.9858011455698,479.4189325471161,63.99248241429538,201.5743861841587,3.104599490615342,520.0640951599726,221.81710649498183,3.104599490615342,279.51437096115257,95.22674108446884,18.786597868147737,14.99204478100514,10.733979842457071,10.888632771427288,0.041437670424213965,1.0668404884897995,310.6305561873818,18280.06034244514,1354775,929.1308802244127,19889757107.073776,30898601006.005592,12117.6,2137.613,1204.9,1572.573,741.261,16201.374,17773.946999999996,3.05
EST,2006,840069693.3235494,701.3498564025017,418.81526029700336,71.14078771144789,211.39380839405007,5.319042575666466,463.3707551909107,232.66005863592449,5.319042575666466,246.18984515991298,99.09744696789019,18.11252122953133,13.009143252685767,10.446853228501741,13.276698710330875,0.1417585001741315,0.4807657312666612,295.2757810465415,17418.773325143986,1346810,1028.8464652551863,21932809902.718143,34072469486.49942,10868.5,2302.956,1108.92,1226.603,648.225,14928.601,16155.204,3.06
EST,2007,1132652132.655696,870.8340236622331,562.4232256830612,77.78930974381484,230.621488235357,8.90925284234615,597.8720943223707,264.05267649751625,8.90925284234615,320.0521386698636,124.50164792277283,23.455709781126274,15.516386675624942,14.42407000618752,16.70410797801761,0.2941548375170253,0.6059189055171227,346.37063604326,20865.37037432442,1340680,1243.9897685591507,23632206205.704453,36712469966.86628,14046.5,2430.72,1519.61,2029.427,610.52,18607.350000000002,20636.777000000002,3.26
EST,2008,1435764844.4771981,881.7421616044321,560.0782469063726,84.99737356256762,236.66654113549288,16.8254703916898,617.8617591246962,247.05493208804612,16.8254703916898,336.31287578713,157.62849249679198,9.98978392453858,14.245126839626948,6.371506792068718,20.03423353053955,0.22829046515121634,1.4098300265187134,318.6965513503766,19000.09519611214,1337090,1466.9840012368581,22351469214.547115,34722853850.87417,12778.8,2358.346,1344.09,1990.441,618.966,17100.201999999997,19090.642999999996,3.23
EST,2009,1326399440.0552604,860.1863608528706,537.6717491726848,86.82288331418559,235.6917283660006,14.612856840782959,617.1418683311817,228.43163568090586,14.612856840782959,335.2294922610909,150.7689615636323,9.983775939716972,13.906375962643278,4.644019899176768,21.444954736500414,0.18332727485332376,1.323076080132013,308.0895202943417,15926.837639185478,1334515,1349.4237113987865,19060348608.480927,29610120602.19532,10637.6,2127.726,886.92,1270.049,570.521,14222.767000000002,15492.816000000003,2.84
EST,2010,1270180392.6571488,919.0438264365946,607.8032204195741,79.67430468735685,231.56630132966407,15.152891421830537,652.1328204067893,251.75811460797476,15.152891421830537,360.04056559172295,161.65723390375396,10.422061821021325,15.5477226158885,6.652587886380062,23.829071231523002,0.23648951832859957,0.9268033322637296,324.5783991138819,17017.290740386663,1331475,1270.1804595925332,19490936349.17531,30279035698.853855,14242.5,2249.506,830.44,658.8521,579.18,17901.626,18560.4781,2.96
EST,2011,1387762861.4509614,916.5690498701712,600.2462701177533,78.32496944762742,237.9978103047905,17.0929409249364,651.4872875909431,247.9888213542917,17.0929409249364,356.9923893632801,164.44629121469765,10.272344265900063,15.90757720906898,7.457768664917287,23.03216901590057,0.2363478130346351,1.5147608854673298,319.6164605129682,17845.678870086027,1327439,1318.3984663723288,20971721297.21513,32579424941.360435,14753.6,2235.91,1090.41,1493.433,669.657,18749.577,20243.010000000002,2.87
EST,2012,1448101297.085597,1126.4016319970947,813.924495263097,77.40953964441914,235.06759708957952,58.36198095057385,769.4732959045684,298.56635514195244,58.36198095057385,417.3872194663639,192.42516190395642,11.395134142795442,17.845343674293787,7.44530516585523,26.183557323295773,0.35277785514373694,1.8374478924468285,393.1677036223698,21284.035276504877,1322696,1333.5901247443603,21875027647.655018,33982705150.272926,14753.6,2278.1,1069.63,1435.006,669.657,18770.987,20205.993000000002,2.93
EST,2013,1626805848.5898209,1245.996868171693,917.6289592799653,82.12996179278338,246.23794709894443,63.5651604743482,841.1621833978625,341.26952429948227,63.5651604743482,461.1967083639661,211.71689807876055,12.733003008433164,16.583481609956554,6.087433676886981,35.74287077742612,2.2224478253736484,1.913181537587264,434.2356828189544,22886.931669994603,1317997,1442.5301573805712,22298647061.515167,34640794999.072914,16925.36,2613.441,1227.082,1610.263,768.2318,21534.1148,23144.3778,3.01
EST,2014,1695990091.096457,1162.0041940906972,838.4007170619761,79.38105789903419,244.22241912968852,34.40166616352117,805.8953045880276,321.7072233391486,34.40166616352117,451.58150385721433,199.71950987874604,15.68739450198397,17.756858760368406,6.131370677150595,36.21911935157957,4.765537636768484,8.798057530496527,386.9431757328681,22214.216141751185,1314545,1478.3873054831247,22943236497.83598,35642160259.510376,15713.84,2426.37,1139.247,1394.472,713.2417,19992.698699999997,21387.1707,2.89
FIN,2e3,8939702202.541052,3964.9396817600054,1833.6306133560156,618.3093641531558,1512.9997042508328,247.79989459109953,2423.2601594832568,1293.8796276856488,247.79989459109953,981.0178788898885,887.9692675474716,43.36639372048168,55.96403581028746,39.735037520306534,357.6111336013087,83.53506175852516,NA,1267.940978320636,84413.78099738277,5176209,10371.90754338801,209379586716.4851,180583328884.0274,24240.4,11866.49,14144.3,2731.851,6446.57,56697.76,59429.611000000004,24.45
FIN,2001,9359683232.659595,4083.37893983134,2147.877694088109,518.9141322864253,1416.5871134568065,233.65521414119908,2533.7263112508817,1315.9974144392593,233.65521414119908,1036.878889371811,891.290909364647,44.617363146081956,54.812644881490144,40.147296940691405,366.6259511195879,82.25417829286923,NA,1333.0964925729622,82459.33679478495,5188008,10508.867270775661,214783238498.07455,185243809125.4506,29849.7,11983.63,13855.6,2697.395,6652.67,62341.6,65038.994999999995,24.82
FIN,2002,10735996055.510212,4440.196782131833,2341.8292416685686,573.7460608349871,1524.621479628275,288.11273004795424,2770.8873427947324,1381.1967092891462,288.11273004795424,1223.9736933422503,862.5535137424503,46.54860679052878,58.801591557019904,42.62067717601596,399.49888893895104,86.48860485786605,NA,1431.5984756787961,84165.62064245285,5200598,11938.329772139266,218392295141.41553,188356507325.91092,32405.7,12192.54,13692.7,2497.482,6614.5,64905.44,67402.922,25.56
FIN,2003,13644539655.451385,5174.05467375849,2886.897596177778,615.3235834546814,1671.8334941260334,312.9568396447169,3341.2173905867207,1519.8804435270517,312.9568396447169,1406.4173732526776,1037.3512663356978,54.9787735326217,69.59868125249767,49.57657707581876,474.17670594019637,101.25386526626804,NA,1667.7445914579946,93532.04833431117,5213014,15140.252681087899,222747002753.63763,192112306108.7049,40775.2,12389.85,13304.6,2427.728,6764.38,73234.03,75661.758,25.9
FIN,2004,15904110061.11807,5031.303820709218,2709.6997969486174,627.5210307173749,1694.082993043226,289.9734720179019,3280.4311616478385,1460.899187043477,289.9734720179019,1343.4929296366365,1007.3935278946753,52.65005192928551,69.62092891450924,45.884490668466455,472.8807276215555,101.4623588900755,NA,1647.9453331361115,90927.85873969755,5228172,17540.915670641083,231492177438.40115,199654745087.6552,36642.8,12686.43,13394.4,2764.896,6362.56,69086.19,71851.08600000001,26.12
FIN,2005,16945029885.549227,4461.354004616322,2130.1830796076097,658.2386258336352,1672.9322991750769,288.1427826949372,2891.948183549266,1281.2630383721178,288.1427826949372,1168.4195350986597,903.3732110892751,45.40121434423311,53.17692777041496,46.448576427778434,411.0633889585179,96.27431003542165,NA,1449.0540581970831,81286.3805334411,5246096,18517.929175410085,237927555871.42645,205205057218.31088,24954.7,12764.84,12882.1,2755.149,5950.27,56551.91,59307.058999999994,25.3
FIN,2006,18090607581.7834,4836.971054662129,2500.2167667692815,676.6590644774224,1660.0952234154263,352.34292921669555,3120.368704495626,1364.2594209498075,352.34292921669555,1281.6267689598194,999.0461266811596,51.87771209264852,61.58228042500854,45.0695798331792,483.48793799598536,107.43508930707898,NA,1454.5026301505538,87874.76352629795,5266268,19591.0833327606,247575988035.36746,213526527453.30304,36702.7,12949.45,13078.7,2784.932,5680.21,68411.06,71195.992,26.52
FIN,2007,20823543551.873417,4605.195462473628,2290.8499090747696,670.3155707986085,1644.0299826002492,328.42921140366,2959.01558765587,1317.750663414098,328.42921140366,1190.6699414553948,957.7774156450537,50.18173937588621,53.67318043370857,47.081595901427704,476.6368652795648,92.50540954605188,NA,1408.2401034328807,87332.91354353746,5288720,21943.935387990554,260412309865.55496,224597452575.82104,34185.5,13297.63,12999.8,2836.692,5335.87,65818.79999999999,68655.492,26.62
FIN,2008,23964308706.39585,4311.561036616516,1990.4327971657456,712.8071108132257,1608.3211286375451,316.63084234915476,2776.09921158191,1218.8309826854506,316.63084234915476,1108.738413482787,916.7592821607122,47.6903660699884,50.727035936065626,38.68877285075997,447.90302917537764,82.94155773125696,NA,1301.4817368604126,81408.88911680688,5313399,24499.85636602091,262289019320.09232,226216055640.0604,27329.5,12683.13,12383.9,2795.802,5170.8,57567.33,60363.132000000005,25.73
FIN,2009,23361552506.2035,4763.753750334008,2193.172820149303,845.3359083332887,1725.245021851415,352.76025536185637,3085.1625931380254,1325.830901834126,352.76025536185637,1238.557964656253,1048.2516930439613,56.17452326813144,44.75680094292236,36.74740382690701,516.526525050694,99.4660224427086,NA,1370.5125617405736,80654.61425136664,5338871,23443.500157837763,240600244424.18323,207510167298.50504,27814.8,12126.46,10385.1,2206.927,5420.93,55747.28999999999,57954.217,24.11
FIN,2010,22863698219.879265,4712.0009318668035,2461.6977327587447,661.1797268409658,1589.1234722670931,328.6475192749594,3038.9401050764777,1344.4133075153661,328.6475192749594,1230.4108991741025,1056.2944394411618,56.63833727201741,43.09170425965466,32.08129666286945,507.93850477929743,109.87157477395795,NA,1347.0266562287825,81818.20885381763,5363352,22863.698219879265,247799815768.47742,213719571855.46002,33639,12637.54,11671.8,2605.395,5756.23,63704.56999999999,66309.965,26.45
FIN,2011,25408918381.360237,4310.617785420949,2096.9133523318446,639.59910823975315,1574.1053248493497,285.3691710415803,2821.503683586749,1203.7449307926202,285.3691710415803,1195.2670479707783,955.8998121807579,55.26694331872841,35.24994799217484,28.026470509972484,467.31439856598513,99.58599664814525,NA,1188.6379971928268,77304.25811208425,5388272,24768.891326961562,254170297403.14536,219213912532.23587,27080.6,12424.95,11837.3,2473.665,4742.59,56085.44,58559.10500000001,25.01
FIN,2012,24867004162.907352,4081.4016411279304,1962.8934835787834,621.6601562427425,1496.848001306402,320.6920335208393,2655.752548560727,1104.957059046364,320.6920335208393,1108.1694080564039,910.0917036793364,52.806570525280705,32.0190115608765,25.58499305340988,447.72602855825875,89.88151540636832,NA,1094.4303767671568,75730.08619344393,5413971,23545.20172626489,250545347666.3291,216087507036.9478,27080.6,11984.95,11099.4,2236.728,4742.59,54907.54000000001,57144.26800000001,25.17
FIN,2013,26732473804.305103,4218.92960101429,2054.867256706024,639.1286135574838,1524.9337307507826,334.5059067118481,2726.5881403975086,1157.8355539049328,334.5059067118481,1151.7938088887236,933.3409613118872,56.029229869165206,32.43981569107388,26.674042613131927,478.3294894723633,87.52387420351214,NA,1118.292472252584,76073.8365953342,5438972,24681.700275087882,248646122996.03516,214449485305.03586,27402.66,12127.48,11231.4,2197.927,4798.992,55560.532,57758.459,24.79
FIN,2014,26953902698.052944,3915.2211241575246,1822.5241238335636,589.8243177483487,1502.872682575613,301.36711729176085,2529.1665165497516,1084.687490316012,301.36711729176085,1051.046932763434,871.0427042321099,53.35718120352868,29.466158421688334,26.90425093675539,452.62852518378884,79.3768131219347,NA,1050.0314410025237,73614.47911352613,5461512,24471.863491046293,247075355590.89667,213094747666.23,25126.04,11119.93,10298.3,2261.079,4400.291,50944.561,53205.64,24.67
FRA,2e3,134091621538.9706,46949.70127298336,21672.29852278471,12967.960619813251,12309.442130385389,1644.6989755674306,33159.50965741825,12145.492639997676,1644.6989755674306,9965.169650110487,7506.103791002606,NA,3173.518631794187,169.8492556449153,1518.5660307620817,248.40146092790366,NA,22723.393477173748,709540.883025568,60912500,159947.33652867726,2342736298465.8613,2124681714044.7314,48849.3,132475.6,85906.7,26934.67,99484.8,366716.4,393651.07,163.21
FRA,2001,136776932067.29637,41511.400551093335,22465.290651532727,8966.370679955195,10079.7392196054,1080.6127732479756,29356.255938661405,11074.531839183954,1080.6127732479756,8752.87292767006,6613.2802381973,NA,1815.497779028974,144.88813177895824,1368.063100991876,218.5306108115583,NA,21517.654989366634,569611.531129292,61357430,159950.38329207216,2388523894567.114,2166207543575.8242,42964.9,134254.6,90197.5,27763.11,104713,372130,399893.11,168.82
FRA,2002,154012378405.00027,43876.34979452855,23197.705177565054,9474.326514636286,11204.318102327179,1186.1101933979342,31293.939167310775,11396.30043381984,1186.1101933979342,9284.983983964828,7144.782834574418,NA,1873.5788621324673,138.7402254271544,1549.6385303622717,226.15935062694768,NA,22472.355814042527,578257.0390270489,61805267,176450.86717572235,2415238504666.6084,2190435641127.1362,47141,134178.7,87334.3,28202.33,98553.8,367207.8,395410.13,164.89
FRA,2003,193153941937.0973,46134.01428280603,24460.535402904097,9865.572103783188,11807.906776118723,1995.0952614121009,32126.462584359437,12012.456437034487,1995.0952614121009,9599.34907156988,6392.603709485411,1094.7754267249486,1799.038046247792,138.22956292925738,1265.6580194103567,245.22010430236242,NA,23604.045080723918,602335.8961083934,62244886,217225.31447840264,2435032149085.5454,2208386954887.357,49733.6,132879.8,88759.2,26557.74,103488,374860.6,401418.33999999997,168.18
FRA,2004,224224961648.27618,46552.343628626746,24545.348818919003,9932.51652576253,12074.47828394522,2124.8080375358136,32343.736630230233,12083.798960860695,2124.8080375358136,9593.96568973755,6328.708873121239,1111.1328168847413,1716.4309105588404,140.6635639996946,1318.1140673058214,240.13926162781485,NA,23978.380407855228,606998.0489701206,62704895,248086.05418292934,2502882471990.147,2269921981455.154,49121.8,133123.9,84628.9,26670.38,107857,374731.6,401401.98,169.8
FRA,2005,233632190144.08032,47406.93092491311,24467.328494000172,9944.331114081657,12995.271316831275,2200.3399780908276,32997.670887853776,12208.920058968508,2200.3399780908276,9796.485152830024,6440.040387063799,1144.0201013609512,1707.3522161396568,146.7923139070257,1425.2144867439777,243.15416357536174,NA,24303.532125201487,620551.8145095686,63179351,253576.2139624818,2543121659233.146,2306415830711.345,58168.2,131555.1,76166.2,26845.81,112010,377899.5,404745.31,168.59
FRA,2006,247990106806.3952,45150.10903123562,22678.82623094243,9908.784191607254,12562.498608685917,3115.5547980177594,30563.73922367678,11470.81500954108,3115.5547980177594,10180.93343225595,5651.933970080641,834.4855473148468,1450.2790691156524,384.4427670238257,1426.8396783599496,179.382978435882,NA,21926.256790631112,605672.8220054797,63621381,263465.77791055973,2603519448238.7124,2361191981980.6504,53241.1,131200.8,77963.2,25776.64,106647,369052.1,394828.74,166.42
FRA,2007,281660076494.60223,44338.58103816795,21891.830806137867,9816.47770311818,12630.272528911904,3044.8552213500902,29969.524687615532,11324.201129202325,3044.8552213500902,9888.529629582517,5509.930133293068,804.7871472671704,1383.9928102720983,381.9628105700921,1440.8383708001659,184.997102146562,NA,21698.687812886186,603841.536579657,64016227,291756.54170282447,2665001530699.7114,2416951504053.9707,54846.2,130498.2,77144.7,27050.44,98718.7,361207.8,388258.24,163.94
FRA,2008,315325113143.7475,43794.65850184142,21483.169835268818,9888.215892715349,12423.272773857261,3203.562487697614,28967.63485453371,11623.461159610097,3203.562487697614,9916.640758505882,5479.988079876495,790.3065331228488,1401.8250070037082,380.8665750580544,1516.3152367891687,190.48512898305287,NA,20914.668694804597,598304.2617861914,64374989,319038.0485616394,2670206139232.8105,2421671683865.1934,53202.7,124523.5,76578.9,25735.81,105829,360134.1,385869.91000000003,164.11
FRA,2009,309645955933.95276,44405.82588375393,22147.631821913772,10237.846985857048,12020.347075983107,2980.7059133331245,29747.513911068043,11677.606059352765,2980.7059133331245,10422.63393043018,5735.223582327494,825.0998228169781,1470.557135531789,452.94713009462896,1696.6834367038366,207.80733360639408,NA,20614.16759890951,568034.5713252465,64707044,312989.5911209557,2591666269727.401,2350442060338.6875,48998.4,123066.8,65244.2,26554.02,103385,340694.4,367248.42000000004,156.67
FRA,2010,301112823525.4451,42233.61036890093,21890.727899252273,8841.429518522144,11501.45295112651,2971.9831946665427,28051.696388682154,11209.930785552237,2971.9831946665427,9657.628671646135,5315.023744117007,760.5539720185984,1375.6132521825539,348.9195409297745,1631.9472021870733,199.73437046438454,NA,19972.20642068886,556468.4465227727,65027507,301112.8235254451,2642609548930.356,2396643698076.094,54555.8,123364,67836,29225.08,102480,348235.8,377460.88,161.38
FRA,2011,327241786114.57806,39980.93702931557,19882.018662898005,8459.36631669002,11639.552049727548,2985.5437948754147,26370.09024108092,10625.302993359242,2985.5437948754147,9138.45255093991,5102.237757152178,713.1215469067016,1298.7290800041162,312.55199084473736,1538.5821962972775,192.1580974272473,NA,18699.560014867995,527628.5483718896,65342775,324182.75689992047,2697555457635.085,2446475413050.997,45061,122885.8,66214.2,28181.12,85683.1,319844.1,348025.22,149.24
FRA,2012,307989168197.82733,36832.106515982865,18410.694231111036,7710.4883734846,10710.92391138722,2645.7354933838246,24366.287110737587,9820.083911861455,2645.7354933838246,8503.49847011343,4782.621844524909,648.8469934222378,1205.5493733316398,284.633225576161,1444.7318136793285,189.1548462486352,NA,17127.334455702698,520371.3942567951,65659789,301618.4353427829,2702483703549.7075,2450944953213.913,46201.6,123597.8,64829.2,26153.41,85683.1,320311.69999999995,346465.11,153.67
FRA,2013,324211378801.79425,37391.33585524513,18635.3965228852,7803.297341235348,10952.641991124578,2493.144004631233,25025.231793824994,9872.960056788903,2493.144004631233,8751.271232043657,4971.784051989487,663.209821905062,1258.3969521261952,294.4461269904152,1520.5262107311205,204.25634157335372,NA,17234.301113254605,524184.8797003269,65998660,315058.22669106745,2718056537417.4297,2465068316298.47,47006.46,125751,65958.56,26729.7,87175.75,325891.77,352621.47,156.46
FRA,2014,333224197497.5347,34420.73250254355,16186.92055035721,7205.8276269112475,11027.984325275087,2308.013679242091,23078.23532674945,9034.483496552008,2308.013679242091,8115.6795299824125,4573.9938592024955,591.5511155894,1146.1631088877741,259.41081751206707,1395.2223279418763,189.43343602086932,NA,15841.264628164565,502280.26375255955,66316092,322115.50253401196,2743812473469.6475,2488426970191.3936,42343.31,113276.2,59415.33,27140.94,78527.72,293562.56000000006,320703.5,145.63
GBR,2013,272147681386.6188,42424.35221870272,21085.140627992205,9647.172071340332,11692.039519370193,1512.357761023767,32471.475812427205,8440.518645251748,1512.357761023767,16332.012479330811,9148.481035706713,683.4377880931909,996.8990077148928,643.9417570567392,4899.747902532227,1291.694681574868,204.76263715669685,6711.017168512815,721202.6308040101,64128226,257827.80629264662,2564904713179.976,2398318520149.26,175809.5,114315,65681.78,15902.34,78748.78,434555.06000000006,450457.4,129.72
GBR,2014,297408938833.24915,41137.768893365246,19658.505489112948,9163.104353162149,12316.159051090144,1499.0306252177754,31446.175941573685,8192.562326573783,1499.0306252177754,15904.456326792471,8848.480372102538,685.8758804103603,948.6167523775947,691.6291101812122,4583.550223873426,1261.5377088311675,185.22507193104752,6529.366821647649,691847.4956204722,64613160,277198.46980187186,2643243341332.7603,2471569187815.964,159422.8,103660,59559.75,16352.4,71408.82,394051.37,410403.77,122.45
GRC,2009,32935313037.47679,8442.06023719709,4267.372803704179,1516.2137049592438,2658.473728533668,644.8800141899785,5519.692815669583,2277.4874073375295,644.8800141899785,2500.331402346049,1275.5431310166828,225.7490528971113,161.06009442172672,18.23735455732947,30.745199134992713,1.5179853667499972,33.058152032193036,3550.937851234278,156002.98178085015,11107017,33156.94933423004,316714480468.7329,337991185797.72125,45186.7,24797.62,9558.89,6094.075,10612.9,90156.10999999999,96250.18499999998,20.58
GRC,2010,30086262125.62078,7751.277461506379,3930.3398348631727,1316.387436017328,2504.5501906258796,592.8998636676198,5089.512866484959,2068.8647313538004,592.8998636676198,2286.0519310925315,1081.6919882704328,190.9322188554164,129.505193031008,17.534667517166522,34.95862321190522,1.2869258528354717,27.738246567857747,3388.677803439605,143829.52212856014,11121341,30086.26212562078,299361576558.2166,319472523306.9219,42035.2,21986.61,9870.94,6052.104,9474.8,83367.55,89419.65400000001,19.43
GRC,2011,27488681932.01683,6764.381228122145,3496.432673049491,1091.007120994283,2176.9414340783724,514.599814301897,4285.683638110924,1964.0977757093237,514.599814301897,1786.7962657448163,962.8688090172227,183.64495317501044,140.1667556153168,17.15410060620322,31.652121940090048,NA,19.758989666446574,3107.739418055142,133629.5277381826,11104899,27270.962881477433,272022398082.02188,290296713794.74255,43497.3,19639.6,8310.35,3333.932,11482.5,82929.75,86263.682,19.01
GRC,2012,22601973623.61526,5560.540575917745,2917.678774384349,885.3944079475602,1757.467393585835,417.08270247679235,3466.7896694022556,1676.6682040386972,417.08270247679235,1710.001389877228,644.2317673848861,142.52254378381366,133.89951590541165,8.608915698801598,18.594299969394626,NA,11.279222193883932,2474.320218627533,125091.81524436132,11045011,22506.319733376225,252163419407.32986,269103619809.72202,43497.3,16741.7,8353.18,3537.312,11482.5,80074.68,83611.992,17.07
GRC,2013,20822790578.802345,4890.087620056336,2451.7079122541195,809.3671494289133,1629.0125583733004,368.9715287992448,2800.704666486726,1720.4114247703653,368.9715287992448,1474.3898992874015,616.676902567918,177.3432023935095,130.3601479424702,10.454845827516376,14.243729404850423,3.870031830427842,11.921824364284346,2081.8555076387133,115759.67257611048,10965211,21234.155105126563,243989731226.59875,260380827733.85144,38895.76,14970.61,7469.504,3976.082,10267.78,71603.65400000001,75579.736,15.26
GRC,2014,19462887035.6059,4249.70581492447,2057.1065230309314,688.9585692124199,1503.6407226811177,325.36682063304073,2276.4154519295985,1647.9235423618316,325.36682063304073,1254.5608668667319,554.3880765324426,137.1258101053072,138.04307795165147,13.028373279548362,24.984653400307767,NA,16.336248396073934,1785.8718877593665,112377.25558588094,10892413,20221.169321116882,245794711441.89377,262307065531.3973,37190.64,14314.33,7142.056,4201.742,9817.657,68464.68299999999,72666.42499999999,15.45
HUN,2e3,2356554305.7309813,2237.5400932829357,1321.8888916859717,353.8348282966549,561.8163733003094,115.10048268079805,2122.4396106021377,NA,115.10048268079805,698.354717965032,229.16355596810726,NA,33.15663052808419,51.72447792576446,12.18433392225492,8.020726661351736,NA,1089.835167631543,61109.07646768399,10210971,3921.295518228835,107116662868.95903,183304650793.75958,22157.3,8864.828,7390.17,4735.33,14850.9,53263.198,57998.528,17.22
HUN,2001,2636423493.411176,2263.6205154726354,1381.3267180963944,324.2266101631995,558.0671872130414,126.05835148761182,2137.5621639850233,NA,126.05835148761182,691.6850630032119,243.63073403235774,NA,31.37018859552964,55.08962673877254,8.025122817147519,4.237988146027413,NA,1103.5234406519767,62212.97706284839,10187576,3942.365617860303,111230489494.69589,190344485053.52618,22494.4,9326.926,7480.54,4477.922,15595.7,54897.566000000006,59375.488,17.85
HUN,2002,5019993371.073669,3748.023678530536,2156.031082961769,581.8738472714018,1010.1187482973667,161.74043545909282,2398.126449016533,1188.1567940549103,161.74043545909282,890.0378346480701,562.7506704781019,NA,34.90448278046216,124.62167289184569,17.240775969925703,10.356851422568688,NA,1946.370954880469,65625.57893342272,10158608,6926.916753718094,116267235099.96654,198963675285.77423,21219.5,9938.61,7399.38,4503.958,15592.8,54150.28999999999,58654.24799999999,18.07
HUN,2003,7153582665.689241,4515.385632922531,2555.9108425563204,717.1157268330618,1242.3590635331495,145.08726933696607,2976.6270843331927,1393.671279252372,145.08726933696607,1106.43392360672,581.1944391315153,143.45702200896739,31.396806345269702,79.46539189312472,101.44734023756698,56.927437139473284,5.947474673177666,2264.0285285497494,72189.72364617094,10129552,9359.2984576281,120741918770.1825,206621030412.53824,22390.4,10391.73,7069.35,4485.334,16901.5,56752.98,61238.314000000006,18.62
