Index,Country,CountryA3, Entity,Sector
6909,"Lesotho",LSO,Industries,"Electricity, Gas and Water"
6910,"Lesotho",LSO,Industries,"Construction"
6911,"Lesotho",LSO,Industries,"Maintenance and Repair"
6912,"Lesotho",LSO,Industries,"Wholesale Trade"
6913,"Lesotho",LSO,Industries,"Retail Trade"
6914,"Lesotho",LSO,Industries,"Hotels and Restraurants"
6915,"Lesotho",LSO,Industries,"Transport"
6916,"Lesotho",LSO,Industries,"Post and Telecommunications"
6917,"Lesotho",LSO,Industries,"Finacial Intermediation and Business Activities"
6918,"Lesotho",LSO,Industries,"Public Administration"
6919,"Lesotho",LSO,Industries,"Education, Health and Other Services"
6920,"Lesotho",LSO,Industries,"Private Households"
6921,"Lesotho",LSO,Industries,"Others"
6922,"Lesotho",LSO,Industries,"Re-export & Re-import"
6923,"Liberia",LBR,Industries,"Agriculture"
6924,"Liberia",LBR,Industries,"Fishing"
6925,"Liberia",LBR,Industries,"Mining and Quarrying"
6926,"Liberia",LBR,Industries,"Food & Beverages"
6927,"Liberia",LBR,Industries,"Textiles and Wearing Apparel"
6928,"Liberia",LBR,Industries,"Wood and Paper"
6929,"Liberia",LBR,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products"
6930,"Liberia",LBR,Industries,"Metal Products"
6931,"Liberia",LBR,Industries,"Electrical and Machinery"
6932,"Liberia",LBR,Industries,"Transport Equipment"
6933,"Liberia",LBR,Industries,"Other Manufacturing"
6934,"Liberia",LBR,Industries,"Recycling"
6935,"Liberia",LBR,Industries,"Electricity, Gas and Water"
6936,"Liberia",LBR,Industries,"Construction"
6937,"Liberia",LBR,Industries,"Maintenance and Repair"
6938,"Liberia",LBR,Industries,"Wholesale Trade"
6939,"Liberia",LBR,Industries,"Retail Trade"
6940,"Liberia",LBR,Industries,"Hotels and Restraurants"
6941,"Liberia",LBR,Industries,"Transport"
6942,"Liberia",LBR,Industries,"Post and Telecommunications"
6943,"Liberia",LBR,Industries,"Finacial Intermediation and Business Activities"
6944,"Liberia",LBR,Industries,"Public Administration"
6945,"Liberia",LBR,Industries,"Education, Health and Other Services"
6946,"Liberia",LBR,Industries,"Private Households"
6947,"Liberia",LBR,Industries,"Others"
6948,"Liberia",LBR,Industries,"Re-export & Re-import"
6949,"Libya",LBY,Industries,"Agriculture"
6950,"Libya",LBY,Industries,"Fishing"
6951,"Libya",LBY,Industries,"Mining and Quarrying"
6952,"Libya",LBY,Industries,"Food & Beverages"
6953,"Libya",LBY,Industries,"Textiles and Wearing Apparel"
6954,"Libya",LBY,Industries,"Wood and Paper"
6955,"Libya",LBY,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products"
6956,"Libya",LBY,Industries,"Metal Products"
6957,"Libya",LBY,Industries,"Electrical and Machinery"
6958,"Libya",LBY,Industries,"Transport Equipment"
6959,"Libya",LBY,Industries,"Other Manufacturing"
6960,"Libya",LBY,Industries,"Recycling"
6961,"Libya",LBY,Industries,"Electricity, Gas and Water"
6962,"Libya",LBY,Industries,"Construction"
6963,"Libya",LBY,Industries,"Maintenance and Repair"
6964,"Libya",LBY,Industries,"Wholesale Trade"
6965,"Libya",LBY,Industries,"Retail Trade"
6966,"Libya",LBY,Industries,"Hotels and Restraurants"
6967,"Libya",LBY,Industries,"Transport"
6968,"Libya",LBY,Industries,"Post and Telecommunications"
6969,"Libya",LBY,Industries,"Finacial Intermediation and Business Activities"
6970,"Libya",LBY,Industries,"Public Administration"
6971,"Libya",LBY,Industries,"Education, Health and Other Services"
6972,"Libya",LBY,Industries,"Private Households"
6973,"Libya",LBY,Industries,"Others"
6974,"Libya",LBY,Industries,"Re-export & Re-import"
6975,"Liechtenstein",LIE,Industries,"Agriculture"
6976,"Liechtenstein",LIE,Industries,"Fishing"
6977,"Liechtenstein",LIE,Industries,"Mining and Quarrying"
6978,"Liechtenstein",LIE,Industries,"Food & Beverages"
6979,"Liechtenstein",LIE,Industries,"Textiles and Wearing Apparel"
6980,"Liechtenstein",LIE,Industries,"Wood and Paper"
6981,"Liechtenstein",LIE,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products"
6982,"Liechtenstein",LIE,Industries,"Metal Products"
6983,"Liechtenstein",LIE,Industries,"Electrical and Machinery"
6984,"Liechtenstein",LIE,Industries,"Transport Equipment"
6985,"Liechtenstein",LIE,Industries,"Other Manufacturing"
6986,"Liechtenstein",LIE,Industries,"Recycling"
6987,"Liechtenstein",LIE,Industries,"Electricity, Gas and Water"
6988,"Liechtenstein",LIE,Industries,"Construction"
6989,"Liechtenstein",LIE,Industries,"Maintenance and Repair"
6990,"Liechtenstein",LIE,Industries,"Wholesale Trade"
6991,"Liechtenstein",LIE,Industries,"Retail Trade"
6992,"Liechtenstein",LIE,Industries,"Hotels and Restraurants"
6993,"Liechtenstein",LIE,Industries,"Transport"
6994,"Liechtenstein",LIE,Industries,"Post and Telecommunications"
6995,"Liechtenstein",LIE,Industries,"Finacial Intermediation and Business Activities"
6996,"Liechtenstein",LIE,Industries,"Public Administration"
6997,"Liechtenstein",LIE,Industries,"Education, Health and Other Services"
6998,"Liechtenstein",LIE,Industries,"Private Households"
6999,"Liechtenstein",LIE,Industries,"Others"
7000,"Liechtenstein",LIE,Industries,"Re-export & Re-import"
7001,"Lithuania",LTU,Industries,"Agriculture, hunting and related service activities"
7002,"Lithuania",LTU,Industries,"Forestry, logging and related service activities"
7003,"Lithuania",LTU,Industries,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing"
7004,"Lithuania",LTU,Industries,"Mining of coal and lignite; extraction of peat"
7005,"Lithuania",LTU,Industries,"Extraction of crude petroleum and natural gas; service activities incidental to oil and gas extraction excluding surveying"
7006,"Lithuania",LTU,Industries,"Mining of uranium and thorium ores"
7007,"Lithuania",LTU,Industries,"Mining of metal ores"
7008,"Lithuania",LTU,Industries,"Other mining and quarrying"
7009,"Lithuania",LTU,Industries,"Manufacture of food products and beverages"
7010,"Lithuania",LTU,Industries,"Manufacture of tobacco products"
7011,"Lithuania",LTU,Industries,"Manufacture of textiles"
7012,"Lithuania",LTU,Industries,"Manufacture of wearing apparel; dressing and dyeing of fur"
7013,"Lithuania",LTU,Industries,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear"
7014,"Lithuania",LTU,Industries,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials"
7015,"Lithuania",LTU,Industries,"Manufacture of pulp, paper and paper products"
7016,"Lithuania",LTU,Industries,"Publishing, printing and reproduction of recorded media"
7017,"Lithuania",LTU,Industries,"Manufacture of coke, refined petroleum products and nuclear fuels"
7018,"Lithuania",LTU,Industries,"Manufacture of chemicals and chemical products"
7019,"Lithuania",LTU,Industries,"Manufacture of rubber and plastic products"
7020,"Lithuania",LTU,Industries,"Manufacture of other non-metallic mineral products"
7021,"Lithuania",LTU,Industries,"Manufacture of basic metals"
7022,"Lithuania",LTU,Industries,"Manufacture of fabricated metal products, except machinery and equipment"
7023,"Lithuania",LTU,Industries,"Manufacture of machinery and equipment n.e.c."
7024,"Lithuania",LTU,Industries,"Manufacture of office machinery and computers"
7025,"Lithuania",LTU,Industries,"Manufacture of electrical machinery and apparatus n.e.c."
7026,"Lithuania",LTU,Industries,"Manufacture of radio, television and communication equipment and apparatus"
7027,"Lithuania",LTU,Industries,"Manufacture of medical, precision and optical instruments, watches and clocks"
7028,"Lithuania",LTU,Industries,"Manufacture of motor vehicles, trailers and semi-trailers"
7029,"Lithuania",LTU,Industries,"Manufacture of other transport equipment"
7030,"Lithuania",LTU,Industries,"Manufacture of furniture; manufacturing n.e.c."
7031,"Lithuania",LTU,Industries,"Recycling"
7032,"Lithuania",LTU,Industries,"Electricity, gas, steam and hot water supply"
7033,"Lithuania",LTU,Industries,"Collection, purification and distribution of water"
7034,"Lithuania",LTU,Industries,"Construction"
7035,"Lithuania",LTU,Industries,"Sale, maintenance and repair of motor vehicles and motorcycles; retail sale services of automotive fuel"
7036,"Lithuania",LTU,Industries,"Wholesale trade and commission trade, except of motor vehicles and motorcycles"
7037,"Lithuania",LTU,Industries,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods"
7038,"Lithuania",LTU,Industries,"Hotels and restaurants"
7039,"Lithuania",LTU,Industries,"Land transport; transport via pipelines"
7040,"Lithuania",LTU,Industries,"Water transport"
7041,"Lithuania",LTU,Industries,"Air transport"
7042,"Lithuania",LTU,Industries,"Supporting and auxiliary transport activities; activities of travel agencies"
7043,"Lithuania",LTU,Industries,"Post and telecommunications"
7044,"Lithuania",LTU,Industries,"Financial intermediation, except insurance and pension funding"
7045,"Lithuania",LTU,Industries,"Insurance and pension funding, except compulsory social security"
7046,"Lithuania",LTU,Industries,"Activities auxiliary to financial intermediation"
7047,"Lithuania",LTU,Industries,"Real estate activities"
7048,"Lithuania",LTU,Industries,"Renting of machinery and equipment without operator and of personal and household goods"
7049,"Lithuania",LTU,Industries,"Computer and related activities"
7050,"Lithuania",LTU,Industries,"Research and development"
7051,"Lithuania",LTU,Industries,"Other business activities"
7052,"Lithuania",LTU,Industries,"Public administration and defence; compulsory social security"
7053,"Lithuania",LTU,Industries,"Education"
7054,"Lithuania",LTU,Industries,"Health and social work"
7055,"Lithuania",LTU,Industries,"Sewage and refuse disposal, sanitation and similar activities"
7056,"Lithuania",LTU,Industries,"Activities of membership organisation n.e.c."
7057,"Lithuania",LTU,Industries,"Recreational, cultural and sporting activities"
7058,"Lithuania",LTU,Industries,"Other service activities"
7059,"Lithuania",LTU,Industries,"Private households with employed persons"
7060,"Lithuania",LTU,Industries,"FISIM"
7061,"Lithuania",LTU,Industries,"Re-export"
7062,"Lithuania",LTU,Commodities,"Products of agriculture, hunting and related services"
7063,"Lithuania",LTU,Commodities,"Products of forestry, logging and related services"
7064,"Lithuania",LTU,Commodities,"Fish and other fishing products; services incidental of fishing"
7065,"Lithuania",LTU,Commodities,"Coal and lignite; peat"
7066,"Lithuania",LTU,Commodities,"Crude petroleum and natural gas; services incidental to oil and gas extraction excluding surveying"
7067,"Lithuania",LTU,Commodities,"Uranium and thorium ores"
7068,"Lithuania",LTU,Commodities,"Metal ores"
7069,"Lithuania",LTU,Commodities,"Other mining and quarrying products"
7070,"Lithuania",LTU,Commodities,"Food products and beverages"
7071,"Lithuania",LTU,Commodities,"Tobacco products"
7072,"Lithuania",LTU,Commodities,"Textiles"
7073,"Lithuania",LTU,Commodities,"Wearing apparel; furs"
7074,"Lithuania",LTU,Commodities,"Leather and leather products"
7075,"Lithuania",LTU,Commodities,"Wood and products of wood and cork (except furniture); articles of straw and plaiting materials"
7076,"Lithuania",LTU,Commodities,"Pulp, paper and paper products"
7077,"Lithuania",LTU,Commodities,"Printed matter and recorded media"
7078,"Lithuania",LTU,Commodities,"Coke, refined petroleum products and nuclear fuels"
7079,"Lithuania",LTU,Commodities,"Chemicals, chemical products and man-made fibres"
7080,"Lithuania",LTU,Commodities,"Rubber and plastic products"
7081,"Lithuania",LTU,Commodities,"Other non-metallic mineral products"
7082,"Lithuania",LTU,Commodities,"Basic metals"
7083,"Lithuania",LTU,Commodities,"Fabricated metal products, except machinery and equipment"
7084,"Lithuania",LTU,Commodities,"Machinery and equipment n.e.c."
7085,"Lithuania",LTU,Commodities,"Office machinery and computers"
7086,"Lithuania",LTU,Commodities,"Electrical machinery and apparatus n.e.c."
7087,"Lithuania",LTU,Commodities,"Radio, television and communication equipment and apparatus"
7088,"Lithuania",LTU,Commodities,"Medical, precision and optical instruments, watches and clocks"
7089,"Lithuania",LTU,Commodities,"Motor vehicles, trailers and semi-trailers"
7090,"Lithuania",LTU,Commodities,"Other transport equipment"
7091,"Lithuania",LTU,Commodities,"Furniture; other manufactured goods n.e.c."
7092,"Lithuania",LTU,Commodities,"Secondary raw materials"
7093,"Lithuania",LTU,Commodities,"Electrical energy, gas, steam and hot water"
7094,"Lithuania",LTU,Commodities,"Collected and purified water, distribution services of water"
7095,"Lithuania",LTU,Commodities,"Construction work"
7096,"Lithuania",LTU,Commodities,"Trade, maintenance and repair services of motor vehicles and motorcycles; retail sale of automotive fuel"
7097,"Lithuania",LTU,Commodities,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles"
7098,"Lithuania",LTU,Commodities,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods"
7099,"Lithuania",LTU,Commodities,"Hotel and restaurant services"
7100,"Lithuania",LTU,Commodities,"Land transport; transport via pipeline services"
7101,"Lithuania",LTU,Commodities,"Water transport services"
7102,"Lithuania",LTU,Commodities,"Air transport services"
7103,"Lithuania",LTU,Commodities,"Supporting and auxiliary transport services; travel agency services"
7104,"Lithuania",LTU,Commodities,"Post and telecommunication services"
7105,"Lithuania",LTU,Commodities,"Financial intermediation services, except insurance and pension funding services"
7106,"Lithuania",LTU,Commodities,"Insurance and pension funding services, except compulsory social security services"
7107,"Lithuania",LTU,Commodities,"Services auxiliary to financial intermediation"
7108,"Lithuania",LTU,Commodities,"Real estate services"
7109,"Lithuania",LTU,Commodities,"Renting services of machinery and equipment without operator and of personal and household goods"
7110,"Lithuania",LTU,Commodities,"Computer and related services"
7111,"Lithuania",LTU,Commodities,"Research and development services"
7112,"Lithuania",LTU,Commodities,"Other business services"
7113,"Lithuania",LTU,Commodities,"Public administration and defence services; compulsory social security services"
7114,"Lithuania",LTU,Commodities,"Education services"
7115,"Lithuania",LTU,Commodities,"Health and social work services"
7116,"Lithuania",LTU,Commodities,"Sewage and refuse disposal services, sanitation and similar services"
7117,"Lithuania",LTU,Commodities,"Membership organisation services n.e.c."
7118,"Lithuania",LTU,Commodities,"Recreational, cultural and sporting services"
7119,"Lithuania",LTU,Commodities,"Other services"
7120,"Lithuania",LTU,Commodities,"Private households with employed persons"
7121,"Lithuania",LTU,Commodities,"FISIM"
7122,"Lithuania",LTU,Commodities,"Re-export"
7123,"Luxembourg",LUX,Industries,"Agriculture"
7124,"Luxembourg",LUX,Industries,"Fishing"
7125,"Luxembourg",LUX,Industries,"Mining and Quarrying"
7126,"Luxembourg",LUX,Industries,"Food & Beverages"
7127,"Luxembourg",LUX,Industries,"Textiles and Wearing Apparel"
7128,"Luxembourg",LUX,Industries,"Wood and Paper"
7129,"Luxembourg",LUX,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products"
7130,"Luxembourg",LUX,Industries,"Metal Products"
7131,"Luxembourg",LUX,Industries,"Electrical and Machinery"
7132,"Luxembourg",LUX,Industries,"Transport Equipment"
7133,"Luxembourg",LUX,Industries,"Other Manufacturing"
7134,"Luxembourg",LUX,Industries,"Recycling"
7135,"Luxembourg",LUX,Industries,"Electricity, Gas and Water"
7136,"Luxembourg",LUX,Industries,"Construction"
7137,"Luxembourg",LUX,Industries,"Maintenance and Repair"
7138,"Luxembourg",LUX,Industries,"Wholesale Trade"
7139,"Luxembourg",LUX,Industries,"Retail Trade"
7140,"Luxembourg",LUX,Industries,"Hotels and Restraurants"
7141,"Luxembourg",LUX,Industries,"Transport"
7142,"Luxembourg",LUX,Industries,"Post and Telecommunications"
7143,"Luxembourg",LUX,Industries,"Finacial Intermediation and Business Activities"
7144,"Luxembourg",LUX,Industries,"Public Administration"
7145,"Luxembourg",LUX,Industries,"Education, Health and Other Services"
7146,"Luxembourg",LUX,Industries,"Private Households"
7147,"Luxembourg",LUX,Industries,"Others"
7148,"Luxembourg",LUX,Industries,"Re-export & Re-import"
7149,"Macao SAR",MAC,Industries,"Agriculture"
7150,"Macao SAR",MAC,Industries,"Fishing"
7151,"Macao SAR",MAC,Industries,"Mining and Quarrying"
7152,"Macao SAR",MAC,Industries,"Food & Beverages"
7153,"Macao SAR",MAC,Industries,"Textiles and Wearing Apparel"
7154,"Macao SAR",MAC,Industries,"Wood and Paper"
7155,"Macao SAR",MAC,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products"
7156,"Macao SAR",MAC,Industries,"Metal Products"
7157,"Macao SAR",MAC,Industries,"Electrical and Machinery"
7158,"Macao SAR",MAC,Industries,"Transport Equipment"
7159,"Macao SAR",MAC,Industries,"Other Manufacturing"
7160,"Macao SAR",MAC,Industries,"Recycling"
7161,"Macao SAR",MAC,Industries,"Electricity, Gas and Water"
7162,"Macao SAR",MAC,Industries,"Construction"
7163,"Macao SAR",MAC,Industries,"Maintenance and Repair"
7164,"Macao SAR",MAC,Industries,"Wholesale Trade"
7165,"Macao SAR",MAC,Industries,"Retail Trade"
7166,"Macao SAR",MAC,Industries,"Hotels and Restraurants"
7167,"Macao SAR",MAC,Industries,"Transport"
7168,"Macao SAR",MAC,Industries,"Post and Telecommunications"
7169,"Macao SAR",MAC,Industries,"Finacial Intermediation and Business Activities"
7170,"Macao SAR",MAC,Industries,"Public Administration"
7171,"Macao SAR",MAC,Industries,"Education, Health and Other Services"
7172,"Macao SAR",MAC,Industries,"Private Households"
7173,"Macao SAR",MAC,Industries,"Others"
7174,"Macao SAR",MAC,Industries,"Re-export & Re-import"
7175,"Madagascar",MDG,Industries,"Agriculture"
7176,"Madagascar",MDG,Industries,"Fishing"
7177,"Madagascar",MDG,Industries,"Mining and Quarrying"
7178,"Madagascar",MDG,Industries,"Food & Beverages"
7179,"Madagascar",MDG,Industries,"Textiles and Wearing Apparel"
7180,"Madagascar",MDG,Industries,"Wood and Paper"
7181,"Madagascar",MDG,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products"
7182,"Madagascar",MDG,Industries,"Metal Products"
7183,"Madagascar",MDG,Industries,"Electrical and Machinery"
7184,"Madagascar",MDG,Industries,"Transport Equipment"
7185,"Madagascar",MDG,Industries,"Other Manufacturing"
7186,"Madagascar",MDG,Industries,"Recycling"
7187,"Madagascar",MDG,Industries,"Electricity, Gas and Water"
7188,"Madagascar",MDG,Industries,"Construction"
7189,"Madagascar",MDG,Industries,"Maintenance and Repair"
7190,"Madagascar",MDG,Industries,"Wholesale Trade"
7191,"Madagascar",MDG,Industries,"Retail Trade"
7192,"Madagascar",MDG,Industries,"Hotels and Restraurants"
7193,"Madagascar",MDG,Industries,"Transport"
7194,"Madagascar",MDG,Industries,"Post and Telecommunications"
7195,"Madagascar",MDG,Industries,"Finacial Intermediation and Business Activities"
7196,"Madagascar",MDG,Industries,"Public Administration"
7197,"Madagascar",MDG,Industries,"Education, Health and Other Services"
7198,"Madagascar",MDG,Industries,"Private Households"
7199,"Madagascar",MDG,Industries,"Others"
7200,"Madagascar",MDG,Industries,"Re-export & Re-import"
7201,"Malawi",MWI,Industries,"Agriculture"
7202,"Malawi",MWI,Industries,"Fishing"
7203,"Malawi",MWI,Industries,"Mining and Quarrying"
7204,"Malawi",MWI,Industries,"Food & Beverages"
7205,"Malawi",MWI,Industries,"Textiles and Wearing Apparel"
7206,"Malawi",MWI,Industries,"Wood and Paper"
7207,"Malawi",MWI,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products"
7208,"Malawi",MWI,Industries,"Metal Products"
7209,"Malawi",MWI,Industries,"Electrical and Machinery"
7210,"Malawi",MWI,Industries,"Transport Equipment"
7211,"Malawi",MWI,Industries,"Other Manufacturing"
7212,"Malawi",MWI,Industries,"Recycling"
7213,"Malawi",MWI,Industries,"Electricity, Gas and Water"
7214,"Malawi",MWI,Industries,"Construction"
7215,"Malawi",MWI,Industries,"Maintenance and Repair"
7216,"Malawi",MWI,Industries,"Wholesale Trade"
7217,"Malawi",MWI,Industries,"Retail Trade"
7218,"Malawi",MWI,Industries,"Hotels and Restraurants"
7219,"Malawi",MWI,Industries,"Transport"
7220,"Malawi",MWI,Industries,"Post and Telecommunications"
7221,"Malawi",MWI,Industries,"Finacial Intermediation and Business Activities"
7222,"Malawi",MWI,Industries,"Public Administration"
7223,"Malawi",MWI,Industries,"Education, Health and Other Services"
7224,"Malawi",MWI,Industries,"Private Households"
7225,"Malawi",MWI,Industries,"Others"
7226,"Malawi",MWI,Industries,"Re-export & Re-import"
7227,"Malaysia",MYS,Commodities,"Agricultural products other"
7228,"Malaysia",MYS,Commodities,"Rubber primary products"
7229,"Malaysia",MYS,Commodities,"Oil Palm primary products"
7230,"Malaysia",MYS,Commodities,"Coconut"
7231,"Malaysia",MYS,Commodities,"Tea"
7232,"Malaysia",MYS,Commodities,"Livestock etc."
7233,"Malaysia",MYS,Commodities,"Forestry & logging products"
7234,"Malaysia",MYS,Commodities,"Fish etc."
7235,"Malaysia",MYS,Commodities,"Crude petrol, natural gas &coal"
7236,"Malaysia",MYS,Commodities,"Metal ore"
7237,"Malaysia",MYS,Commodities,"Stone, clay & sand quarrying"
7238,"Malaysia",MYS,Commodities,"Meat & meat products"
7239,"Malaysia",MYS,Commodities,"Dairy products"
7240,"Malaysia",MYS,Commodities,"Preserved fruits & vegetables"
7241,"Malaysia",MYS,Commodities,"Preserved seafood"
7242,"Malaysia",MYS,Commodities,"Oils and fats"
7243,"Malaysia",MYS,Commodities,"Grain mill products"
7244,"Malaysia",MYS,Commodities,"Bakery products"
7245,"Malaysia",MYS,Commodities,"Confectionery"
7246,"Malaysia",MYS,Commodities,"Ice"
7247,"Malaysia",MYS,Commodities,"Other foods"
7248,"Malaysia",MYS,Commodities,"Animal feeds"
7249,"Malaysia",MYS,Commodities,"Wine and spirits"
7250,"Malaysia",MYS,Commodities,"Soft drinks"
7251,"Malaysia",MYS,Commodities,"Tobacco"
7252,"Malaysia",MYS,Commodities,"Yarns & cloth"
7253,"Malaysia",MYS,Commodities,"Knitted fabrics"
7254,"Malaysia",MYS,Commodities,"Other textiles"
7255,"Malaysia",MYS,Commodities,"Wearing apparel"
7256,"Malaysia",MYS,Commodities,"Leather products"
7257,"Malaysia",MYS,Commodities,"Footwear"
7258,"Malaysia",MYS,Commodities,"Sawmill products"
7259,"Malaysia",MYS,Commodities,"Other wood products"
7260,"Malaysia",MYS,Commodities,"Furniture "
7261,"Malaysia",MYS,Commodities,"Paper & board"
7262,"Malaysia",MYS,Commodities,"Printed products"
7263,"Malaysia",MYS,Commodities,"Industrial chemicals"
7264,"Malaysia",MYS,Commodities,"Paints & lacquers"
7265,"Malaysia",MYS,Commodities,"Drugs & medicines"
7266,"Malaysia",MYS,Commodities,"Soap & cleaning preparations"
7267,"Malaysia",MYS,Commodities,"Other chemical products"
7268,"Malaysia",MYS,Commodities,"Petrol & coal products"
7269,"Malaysia",MYS,Commodities,"Processed rubber"
7270,"Malaysia",MYS,Commodities,"Rubber products"
7271,"Malaysia",MYS,Commodities,"Plastic products"
7272,"Malaysia",MYS,Commodities,"China, glass & pottery"
7273,"Malaysia",MYS,Commodities,"Clay products"
7274,"Malaysia",MYS,Commodities,"Cement, lime & plaster"
7275,"Malaysia",MYS,Commodities,"Other non-metal products"
7276,"Malaysia",MYS,Commodities,"Iron & steel"
7277,"Malaysia",MYS,Commodities,"Non-ferrous metal"
7278,"Malaysia",MYS,Commodities,"Other fabricated metal and fixtures"
7279,"Malaysia",MYS,Commodities,"Structural metal products"
7280,"Malaysia",MYS,Commodities,"Other metal products"
7281,"Malaysia",MYS,Commodities,"Industrial machinery"
7282,"Malaysia",MYS,Commodities,"Household machinery"
7283,"Malaysia",MYS,Commodities,"Radio, TV & com. equipment"
7284,"Malaysia",MYS,Commodities,"Elect. appliances & houseware"
7285,"Malaysia",MYS,Commodities,"Other electrical machinery"
7286,"Malaysia",MYS,Commodities,"Ships & boats"
7287,"Malaysia",MYS,Commodities,"Motor vehicles"
7288,"Malaysia",MYS,Commodities,"Cycles & motorcycles"
7289,"Malaysia",MYS,Commodities,"Other transport equipment"
7290,"Malaysia",MYS,Commodities,"Instruments & clocks"
7291,"Malaysia",MYS,Commodities,"Other manufacturing products"
7292,"Malaysia",MYS,Commodities,"Electricity & gas"
7293,"Malaysia",MYS,Commodities,"Water"
7294,"Malaysia",MYS,Commodities,"Buildings & constructions"
7295,"Malaysia",MYS,Commodities,"Wholesale & retail trade"
7296,"Malaysia",MYS,Commodities,"Hotels & restaurants"
7297,"Malaysia",MYS,Commodities,"Transport"
7298,"Malaysia",MYS,Commodities,"Communication"
7299,"Malaysia",MYS,Commodities,"Banking services"
7300,"Malaysia",MYS,Commodities,"Other financial services"
7301,"Malaysia",MYS,Commodities,"Insurance"
7302,"Malaysia",MYS,Commodities,"Real estate"
7303,"Malaysia",MYS,Commodities,"Ownership of dwellings"
7304,"Malaysia",MYS,Commodities,"Business services"
7305,"Malaysia",MYS,Commodities,"Education - Private"
7306,"Malaysia",MYS,Commodities,"Education - Public"
7307,"Malaysia",MYS,Commodities,"Health - Private"
7308,"Malaysia",MYS,Commodities,"Health - Public"
7309,"Malaysia",MYS,Commodities,"Private non-profit services"
7310,"Malaysia",MYS,Commodities,"Entertainment"
7311,"Malaysia",MYS,Commodities,"Radio & TV broadcasting"
7312,"Malaysia",MYS,Commodities,"Recreation"
7313,"Malaysia",MYS,Commodities,"Repair motor vehicles"
7314,"Malaysia",MYS,Commodities,"Other repair"
7315,"Malaysia",MYS,Commodities,"Recycle products"
7316,"Malaysia",MYS,Commodities,"Other private services"
7317,"Malaysia",MYS,Commodities,"Public administration"
7318,"Malaysia",MYS,Commodities,"Public order"
7319,"Malaysia",MYS,Commodities,"Defence"
7320,"Malaysia",MYS,Commodities,"Other public administration"
7321,"Malaysia",MYS,Commodities,"Imputed Bank Charges"
7322,"Malaysia",MYS,Commodities,"Unspesified industry"
7323,"Malaysia",MYS,Commodities,"Domestic Services"
7324,"Malaysia",MYS,Commodities,"Re-export & Re-import"
7325,"Maldives",MDV,Industries,"Agriculture"
7326,"Maldives",MDV,Industries,"Fishing"
7327,"Maldives",MDV,Industries,"Mining and Quarrying"
7328,"Maldives",MDV,Industries,"Food & Beverages"
7329,"Maldives",MDV,Industries,"Textiles and Wearing Apparel"
7330,"Maldives",MDV,Industries,"Wood and Paper"
7331,"Maldives",MDV,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products"
7332,"Maldives",MDV,Industries,"Metal Products"
7333,"Maldives",MDV,Industries,"Electrical and Machinery"
7334,"Maldives",MDV,Industries,"Transport Equipment"
7335,"Maldives",MDV,Industries,"Other Manufacturing"
7336,"Maldives",MDV,Industries,"Recycling"
7337,"Maldives",MDV,Industries,"Electricity, Gas and Water"
7338,"Maldives",MDV,Industries,"Construction"
7339,"Maldives",MDV,Industries,"Maintenance and Repair"
7340,"Maldives",MDV,Industries,"Wholesale Trade"
7341,"Maldives",MDV,Industries,"Retail Trade"
7342,"Maldives",MDV,Industries,"Hotels and Restraurants"
7343,"Maldives",MDV,Industries,"Transport"
7344,"Maldives",MDV,Industries,"Post and Telecommunications"
7345,"Maldives",MDV,Industries,"Finacial Intermediation and Business Activities"
7346,"Maldives",MDV,Industries,"Public Administration"
7347,"Maldives",MDV,Industries,"Education, Health and Other Services"
7348,"Maldives",MDV,Industries,"Private Households"
7349,"Maldives",MDV,Industries,"Others"
7350,"Maldives",MDV,Industries,"Re-export & Re-import"
7351,"Mali",MLI,Industries,"Agriculture"
7352,"Mali",MLI,Industries,"Fishing"
7353,"Mali",MLI,Industries,"Mining and Quarrying"
7354,"Mali",MLI,Industries,"Food & Beverages"
7355,"Mali",MLI,Industries,"Textiles and Wearing Apparel"
7356,"Mali",MLI,Industries,"Wood and Paper"
7357,"Mali",MLI,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products"
7358,"Mali",MLI,Industries,"Metal Products"
7359,"Mali",MLI,Industries,"Electrical and Machinery"
7360,"Mali",MLI,Industries,"Transport Equipment"
7361,"Mali",MLI,Industries,"Other Manufacturing"
7362,"Mali",MLI,Industries,"Recycling"
7363,"Mali",MLI,Industries,"Electricity, Gas and Water"
7364,"Mali",MLI,Industries,"Construction"
7365,"Mali",MLI,Industries,"Maintenance and Repair"
7366,"Mali",MLI,Industries,"Wholesale Trade"
7367,"Mali",MLI,Industries,"Retail Trade"
