Index,Country,CountryA3, Entity,Sector
4267,"Greece",GRC,Commodities,"Public administration and defence services; compulsory social security services"
4268,"Greece",GRC,Commodities,"Education services"
4269,"Greece",GRC,Commodities,"Health and social work services"
4270,"Greece",GRC,Commodities,"Sewage and refuse disposal services, sanitation and similar services"
4271,"Greece",GRC,Commodities,"Membership organisation services n.e.c."
4272,"Greece",GRC,Commodities,"Recreational, cultural and sporting services"
4273,"Greece",GRC,Commodities,"Other services"
4274,"Greece",GRC,Commodities,"Private households with employed persons"
4275,"Greece",GRC,Commodities,"FISIM"
4276,"Greece",GRC,Commodities,"Re-export"
4277,"Greenland",GRL,Industries,"Agriculture and hunting"
4278,"Greenland",GRL,Industries,"Coastal fisheries"
4279,"Greenland",GRL,Industries,"Offshore fisheries"
4280,"Greenland",GRL,Industries,"Other fisheries"
4281,"Greenland",GRL,Industries,"Mining"
4282,"Greenland",GRL,Industries,"Food, beverage and tobacco manufacturing"
4283,"Greenland",GRL,Industries,"Textile, clothing and leather manufacturing"
4284,"Greenland",GRL,Industries,"Wood and paper, printing"
4285,"Greenland",GRL,Industries,"Chemicals and plastic products"
4286,"Greenland",GRL,Industries,"Stone, metal, and glass products"
4287,"Greenland",GRL,Industries,"Other manufacturing"
4288,"Greenland",GRL,Industries,"Energy and water supply"
4289,"Greenland",GRL,Industries,"Construction"
4290,"Greenland",GRL,Industries,"Automobile trading and repairing, service stations"
4291,"Greenland",GRL,Industries,"Wholesale trade except vehicles"
4292,"Greenland",GRL,Industries,"Retail trade except vehicles"
4293,"Greenland",GRL,Industries,"Hotels and restaurants"
4294,"Greenland",GRL,Industries,"Land and pipeline transport"
4295,"Greenland",GRL,Industries,"Shipping"
4296,"Greenland",GRL,Industries,"Air transport"
4297,"Greenland",GRL,Industries,"Servcies to transport"
4298,"Greenland",GRL,Industries,"Postal and telecommunication services"
4299,"Greenland",GRL,Industries,"Finance and insurance"
4300,"Greenland",GRL,Industries,"Property services"
4301,"Greenland",GRL,Industries,"Accounting and business services"
4302,"Greenland",GRL,Industries,"Public administration"
4303,"Greenland",GRL,Industries,"Education"
4304,"Greenland",GRL,Industries,"Health services"
4305,"Greenland",GRL,Industries,"Social services"
4306,"Greenland",GRL,Industries,"Personal and other services"
4307,"Greenland",GRL,Industries,"Reexport"
4308,"Guatemala",GTM,Industries,"Agriculture"
4309,"Guatemala",GTM,Industries,"Fishing"
4310,"Guatemala",GTM,Industries,"Mining and Quarrying"
4311,"Guatemala",GTM,Industries,"Food & Beverages"
4312,"Guatemala",GTM,Industries,"Textiles and Wearing Apparel"
4313,"Guatemala",GTM,Industries,"Wood and Paper"
4314,"Guatemala",GTM,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products"
4315,"Guatemala",GTM,Industries,"Metal Products"
4316,"Guatemala",GTM,Industries,"Electrical and Machinery"
4317,"Guatemala",GTM,Industries,"Transport Equipment"
4318,"Guatemala",GTM,Industries,"Other Manufacturing"
4319,"Guatemala",GTM,Industries,"Recycling"
4320,"Guatemala",GTM,Industries,"Electricity, Gas and Water"
4321,"Guatemala",GTM,Industries,"Construction"
4322,"Guatemala",GTM,Industries,"Maintenance and Repair"
4323,"Guatemala",GTM,Industries,"Wholesale Trade"
4324,"Guatemala",GTM,Industries,"Retail Trade"
4325,"Guatemala",GTM,Industries,"Hotels and Restraurants"
4326,"Guatemala",GTM,Industries,"Transport"
4327,"Guatemala",GTM,Industries,"Post and Telecommunications"
4328,"Guatemala",GTM,Industries,"Finacial Intermediation and Business Activities"
4329,"Guatemala",GTM,Industries,"Public Administration"
4330,"Guatemala",GTM,Industries,"Education, Health and Other Services"
4331,"Guatemala",GTM,Industries,"Private Households"
4332,"Guatemala",GTM,Industries,"Others"
4333,"Guatemala",GTM,Industries,"Re-export & Re-import"
4334,"Guinea",GIN,Industries,"Agriculture"
4335,"Guinea",GIN,Industries,"Fishing"
4336,"Guinea",GIN,Industries,"Mining and Quarrying"
4337,"Guinea",GIN,Industries,"Food & Beverages"
4338,"Guinea",GIN,Industries,"Textiles and Wearing Apparel"
4339,"Guinea",GIN,Industries,"Wood and Paper"
4340,"Guinea",GIN,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products"
4341,"Guinea",GIN,Industries,"Metal Products"
4342,"Guinea",GIN,Industries,"Electrical and Machinery"
4343,"Guinea",GIN,Industries,"Transport Equipment"
4344,"Guinea",GIN,Industries,"Other Manufacturing"
4345,"Guinea",GIN,Industries,"Recycling"
4346,"Guinea",GIN,Industries,"Electricity, Gas and Water"
4347,"Guinea",GIN,Industries,"Construction"
4348,"Guinea",GIN,Industries,"Maintenance and Repair"
4349,"Guinea",GIN,Industries,"Wholesale Trade"
4350,"Guinea",GIN,Industries,"Retail Trade"
4351,"Guinea",GIN,Industries,"Hotels and Restraurants"
4352,"Guinea",GIN,Industries,"Transport"
4353,"Guinea",GIN,Industries,"Post and Telecommunications"
4354,"Guinea",GIN,Industries,"Finacial Intermediation and Business Activities"
4355,"Guinea",GIN,Industries,"Public Administration"
4356,"Guinea",GIN,Industries,"Education, Health and Other Services"
4357,"Guinea",GIN,Industries,"Private Households"
4358,"Guinea",GIN,Industries,"Others"
4359,"Guinea",GIN,Industries,"Re-export & Re-import"
4360,"Guyana",GUY,Industries,"Agriculture"
4361,"Guyana",GUY,Industries,"Fishing"
4362,"Guyana",GUY,Industries,"Mining and Quarrying"
4363,"Guyana",GUY,Industries,"Food & Beverages"
4364,"Guyana",GUY,Industries,"Textiles and Wearing Apparel"
4365,"Guyana",GUY,Industries,"Wood and Paper"
4366,"Guyana",GUY,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products"
4367,"Guyana",GUY,Industries,"Metal Products"
4368,"Guyana",GUY,Industries,"Electrical and Machinery"
4369,"Guyana",GUY,Industries,"Transport Equipment"
4370,"Guyana",GUY,Industries,"Other Manufacturing"
4371,"Guyana",GUY,Industries,"Recycling"
4372,"Guyana",GUY,Industries,"Electricity, Gas and Water"
4373,"Guyana",GUY,Industries,"Construction"
4374,"Guyana",GUY,Industries,"Maintenance and Repair"
4375,"Guyana",GUY,Industries,"Wholesale Trade"
4376,"Guyana",GUY,Industries,"Retail Trade"
4377,"Guyana",GUY,Industries,"Hotels and Restraurants"
4378,"Guyana",GUY,Industries,"Transport"
4379,"Guyana",GUY,Industries,"Post and Telecommunications"
4380,"Guyana",GUY,Industries,"Finacial Intermediation and Business Activities"
4381,"Guyana",GUY,Industries,"Public Administration"
4382,"Guyana",GUY,Industries,"Education, Health and Other Services"
4383,"Guyana",GUY,Industries,"Private Households"
4384,"Guyana",GUY,Industries,"Others"
4385,"Guyana",GUY,Industries,"Re-export & Re-import"
4386,"Haiti",HTI,Industries,"Agriculture"
4387,"Haiti",HTI,Industries,"Fishing"
4388,"Haiti",HTI,Industries,"Mining and Quarrying"
4389,"Haiti",HTI,Industries,"Food & Beverages"
4390,"Haiti",HTI,Industries,"Textiles and Wearing Apparel"
4391,"Haiti",HTI,Industries,"Wood and Paper"
4392,"Haiti",HTI,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products"
4393,"Haiti",HTI,Industries,"Metal Products"
4394,"Haiti",HTI,Industries,"Electrical and Machinery"
4395,"Haiti",HTI,Industries,"Transport Equipment"
4396,"Haiti",HTI,Industries,"Other Manufacturing"
4397,"Haiti",HTI,Industries,"Recycling"
4398,"Haiti",HTI,Industries,"Electricity, Gas and Water"
4399,"Haiti",HTI,Industries,"Construction"
4400,"Haiti",HTI,Industries,"Maintenance and Repair"
4401,"Haiti",HTI,Industries,"Wholesale Trade"
4402,"Haiti",HTI,Industries,"Retail Trade"
4403,"Haiti",HTI,Industries,"Hotels and Restraurants"
4404,"Haiti",HTI,Industries,"Transport"
4405,"Haiti",HTI,Industries,"Post and Telecommunications"
4406,"Haiti",HTI,Industries,"Finacial Intermediation and Business Activities"
4407,"Haiti",HTI,Industries,"Public Administration"
4408,"Haiti",HTI,Industries,"Education, Health and Other Services"
4409,"Haiti",HTI,Industries,"Private Households"
4410,"Haiti",HTI,Industries,"Others"
4411,"Haiti",HTI,Industries,"Re-export & Re-import"
4412,"Honduras",HND,Industries,"Agriculture"
4413,"Honduras",HND,Industries,"Fishing"
4414,"Honduras",HND,Industries,"Mining and Quarrying"
4415,"Honduras",HND,Industries,"Food & Beverages"
4416,"Honduras",HND,Industries,"Textiles and Wearing Apparel"
4417,"Honduras",HND,Industries,"Wood and Paper"
4418,"Honduras",HND,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products"
4419,"Honduras",HND,Industries,"Metal Products"
4420,"Honduras",HND,Industries,"Electrical and Machinery"
4421,"Honduras",HND,Industries,"Transport Equipment"
4422,"Honduras",HND,Industries,"Other Manufacturing"
4423,"Honduras",HND,Industries,"Recycling"
4424,"Honduras",HND,Industries,"Electricity, Gas and Water"
4425,"Honduras",HND,Industries,"Construction"
4426,"Honduras",HND,Industries,"Maintenance and Repair"
4427,"Honduras",HND,Industries,"Wholesale Trade"
4428,"Honduras",HND,Industries,"Retail Trade"
4429,"Honduras",HND,Industries,"Hotels and Restraurants"
4430,"Honduras",HND,Industries,"Transport"
4431,"Honduras",HND,Industries,"Post and Telecommunications"
4432,"Honduras",HND,Industries,"Finacial Intermediation and Business Activities"
4433,"Honduras",HND,Industries,"Public Administration"
4434,"Honduras",HND,Industries,"Education, Health and Other Services"
4435,"Honduras",HND,Industries,"Private Households"
4436,"Honduras",HND,Industries,"Others"
4437,"Honduras",HND,Industries,"Re-export & Re-import"
4438,"Hong Kong",HKG,Industries,"paddy rice"
4439,"Hong Kong",HKG,Industries,"wheat"
4440,"Hong Kong",HKG,Industries,"grains"
4441,"Hong Kong",HKG,Industries,"non grain crops"
4442,"Hong Kong",HKG,Industries,"wool"
4443,"Hong Kong",HKG,Industries,"other livestock"
4444,"Hong Kong",HKG,Industries,"forestry"
4445,"Hong Kong",HKG,Industries,"fisheries"
4446,"Hong Kong",HKG,Industries,"coal"
4447,"Hong Kong",HKG,Industries,"oil"
4448,"Hong Kong",HKG,Industries,"gas"
4449,"Hong Kong",HKG,Industries,"other minerals"
4450,"Hong Kong",HKG,Industries,"processed rice"
4451,"Hong Kong",HKG,Industries,"meat products"
4452,"Hong Kong",HKG,Industries,"milk products"
4453,"Hong Kong",HKG,Industries,"other food products"
4454,"Hong Kong",HKG,Industries,"beverages and tobacco"
4455,"Hong Kong",HKG,Industries,"textiles"
4456,"Hong Kong",HKG,Industries,"wearing apparels"
4457,"Hong Kong",HKG,Industries,"leather etc"
4458,"Hong Kong",HKG,Industries,"lumber"
4459,"Hong Kong",HKG,Industries,"pulp paper etc"
4460,"Hong Kong",HKG,Industries,"petroleum and coal"
4461,"Hong Kong",HKG,Industries,"chemicals rubbers and plastics"
4462,"Hong Kong",HKG,Industries,"nonmetallic minerals"
4463,"Hong Kong",HKG,Industries,"primary ferrous metals"
4464,"Hong Kong",HKG,Industries,"nonferrous metals"
4465,"Hong Kong",HKG,Industries,"fabricated metal products"
4466,"Hong Kong",HKG,Industries,"transport industries"
4467,"Hong Kong",HKG,Industries,"machinery and equipment"
4468,"Hong Kong",HKG,Industries,"other manufacturing"
4469,"Hong Kong",HKG,Industries,"electricity water and gas"
4470,"Hong Kong",HKG,Industries,"construction"
4471,"Hong Kong",HKG,Industries,"trade and transport"
4472,"Hong Kong",HKG,Industries,"other services (private)"
4473,"Hong Kong",HKG,Industries,"other services (govt)"
4474,"Hong Kong",HKG,Industries,"ownership of dwellings"
4475,"Hong Kong",HKG,Industries,"Reexport"
4476,"Hong Kong",HKG,Commodities,"paddy rice"
4477,"Hong Kong",HKG,Commodities,"wheat"
4478,"Hong Kong",HKG,Commodities,"grains"
4479,"Hong Kong",HKG,Commodities,"non grain crops"
4480,"Hong Kong",HKG,Commodities,"wool"
4481,"Hong Kong",HKG,Commodities,"other livestock"
4482,"Hong Kong",HKG,Commodities,"forestry"
4483,"Hong Kong",HKG,Commodities,"fisheries"
4484,"Hong Kong",HKG,Commodities,"coal"
4485,"Hong Kong",HKG,Commodities,"oil"
4486,"Hong Kong",HKG,Commodities,"gas"
4487,"Hong Kong",HKG,Commodities,"other minerals"
4488,"Hong Kong",HKG,Commodities,"processed rice"
4489,"Hong Kong",HKG,Commodities,"meat products"
4490,"Hong Kong",HKG,Commodities,"milk products"
4491,"Hong Kong",HKG,Commodities,"other food products"
4492,"Hong Kong",HKG,Commodities,"beverages and tobacco"
4493,"Hong Kong",HKG,Commodities,"textiles"
4494,"Hong Kong",HKG,Commodities,"wearing apparels"
4495,"Hong Kong",HKG,Commodities,"leather etc"
4496,"Hong Kong",HKG,Commodities,"lumber"
4497,"Hong Kong",HKG,Commodities,"pulp paper etc"
4498,"Hong Kong",HKG,Commodities,"petroleum and coal"
4499,"Hong Kong",HKG,Commodities,"chemicals rubbers and plastics"
4500,"Hong Kong",HKG,Commodities,"nonmetallic minerals"
4501,"Hong Kong",HKG,Commodities,"primary ferrous metals"
4502,"Hong Kong",HKG,Commodities,"nonferrous metals"
4503,"Hong Kong",HKG,Commodities,"fabricated metal products"
4504,"Hong Kong",HKG,Commodities,"transport industries"
4505,"Hong Kong",HKG,Commodities,"machinery and equipment"
4506,"Hong Kong",HKG,Commodities,"other manufacturing"
4507,"Hong Kong",HKG,Commodities,"electricity water and gas"
4508,"Hong Kong",HKG,Commodities,"construction"
4509,"Hong Kong",HKG,Commodities,"trade and transport"
4510,"Hong Kong",HKG,Commodities,"other services (private)"
4511,"Hong Kong",HKG,Commodities,"other services (govt)"
4512,"Hong Kong",HKG,Commodities,"ownership of dwellings"
4513,"Hong Kong",HKG,Commodities,"Reexport"
4514,"Hungary",HUN,Industries,"Agriculture, hunting and related service activities"
4515,"Hungary",HUN,Industries,"Forestry, logging and related service activities"
4516,"Hungary",HUN,Industries,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing"
4517,"Hungary",HUN,Industries,"Mining of coal and lignite; extraction of peat"
4518,"Hungary",HUN,Industries,"Extraction of crude petroleum and natural gas; service activities incidental to oil and gas extraction excluding surveying"
4519,"Hungary",HUN,Industries,"Mining of uranium and thorium ores"
4520,"Hungary",HUN,Industries,"Mining of metal ores"
4521,"Hungary",HUN,Industries,"Other mining and quarrying"
4522,"Hungary",HUN,Industries,"Manufacture of food products and beverages"
4523,"Hungary",HUN,Industries,"Manufacture of tobacco products"
4524,"Hungary",HUN,Industries,"Manufacture of textiles"
